cmp;date;party_id
35312;198707;341
35313;198010;1273
35313;198304;1273
35313;198510;1273
35313;198707;1273
35313;199110;1273
35313;199510;1273
35313;199910;1273
35313;200203;1273
35313;200502;1273
35313;200909;1273
35313;201106;1273
35315;198707;889
35316;198010;622
35317;198010;565
35520;198010;251
35520;198304;251
35520;198510;251
35520;198707;251
35520;199110;251
35520;199510;251
35520;199910;251
35520;200203;251
35520;200502;251
35520;200909;251
35520;201106;251
35710;198010;107
35710;198304;107
35951;199110;82
41111;198303;772
41111;198701;772
41112;199012;255
41113;199410;772
41113;199809;772
41113;200209;772
41113;200509;772
41113;200909;772
41113;201309;772
41113;201709;772
41221;199012;791
41221;199410;791
41221;199809;791
41221;200209;791
41222;200509;791
41223;200909;791
41223;201309;791
41223;201709;791
41320;198010;558
41320;198303;558
41320;198701;558
41320;199012;558
41320;199410;558
41320;199809;558
41320;200209;558
41320;200509;558
41320;200909;558
41320;201309;558
41320;201709;558
41420;198010;543
41420;198303;543
41420;198701;543
41420;199012;543
41420;199410;543
41420;199809;543
41420;200209;543
41420;200509;543
41420;200909;543
41420;201309;543
41420;201709;543
41521;198010;808
41521;198303;808
41521;198701;808
41521;199012;808
41521;199410;808
41521;199809;808
41521;200209;808
41521;200509;808
41521;200909;808
41521;201309;808
41521;201709;808
41952;201309;865
41953;201309;2253
41953;201709;2253
42110;198611;1429
42110;199010;1429
42110;199410;1429
42110;199512;1429
42110;199910;1429
42110;200211;1429
42110;200610;1429
42110;200809;1429
42110;201309;1429
42110;201710;1429
42120;201710;2651
42220;200211;769
42220;200809;769
42320;198304;973
42320;198611;973
42320;199010;973
42320;199410;973
42320;199512;973
42320;199910;973
42320;200211;973
42320;200610;973
42320;200809;973
42320;201309;973
42320;201710;973
42420;198304;50
42420;198611;50
42420;199010;50
42420;199410;50
42420;199512;50
42420;199910;50
42420;200211;50
42420;200610;50
42420;200809;50
42420;201309;50
42420;201710;50
42421;199410;955
42421;199512;955
42430;201309;2255
42430;201710;2255
42520;198304;1013
42520;198611;1013
42520;199010;1013
42520;199410;1013
42520;199512;1013
42520;199910;1013
42520;200211;1013
42520;200610;1013
42520;200809;1013
42520;201309;1013
42520;201710;1013
42710;200610;1536
42710;200809;1536
42951;201309;2150
43110;198310;141
43110;198710;141
43110;199110;141
43110;199510;141
43110;199910;141
43110;200310;141
43110;200710;141
43110;201110;141
43110;201510;141
43120;200710;308
43120;201110;308
43120;201510;308
43220;199110;1167
43220;199510;1167
43220;199910;1167
43220;200310;1167
43220;200710;1167
43220;201510;1167
43320;198310;35
43320;198710;35
43320;199110;35
43320;199510;35
43320;199910;35
43320;200310;35
43320;200710;35
43320;201110;35
43320;201510;35
43321;198310;1264
43321;198710;1264
43321;199110;1264
43321;199510;1264
43321;199910;1264
43420;198310;26
43420;198710;26
43420;199110;26
43420;199510;26
43420;199910;26
43420;200310;26
43420;200710;26
43420;201110;26
43420;201510;26
43520;198310;531
43520;198710;531
43520;199110;531
43520;199510;531
43520;199910;531
43520;200310;531
43520;200710;531
43520;201110;531
43520;201510;531
43530;198310;602
43530;198710;602
43530;199110;602
43530;199510;602
43530;199910;602
43530;200310;602
43530;200710;602
43530;201110;602
43530;201510;602
43531;199110;458
43531;199510;458
43531;199910;458
43531;200310;458
43540;200710;1012
43540;201110;1012
43710;198310;628
43710;198710;628
43710;199110;628
43710;199510;628
43710;199910;628
43710;200310;628
43711;199110;1318
43711;199510;1318
